stage,epoch,split,loss,year_mae,price_log_mae,elapsed_s
1,0,train,0.5189390251978985,2.778499186948545,0.5570958447606196,25.27174973487854
1,0,val,0.4669269643290506,2.5552650403304886,0.5408034323203313,25.27174973487854
1,1,train,0.44264746594824184,2.5314187103834525,0.5065018354706188,20.868483543395996
1,1,val,0.41380164059927904,2.373113397673842,0.5080169370391793,20.868483543395996
1,2,train,0.4232839628148474,2.466780285806646,0.49320535616823663,20.964065551757812
1,2,val,0.3858419849765288,2.3110432326828216,0.47105448304666314,20.964065551757812
1,3,train,0.40839266411507325,2.4244984159586647,0.48192399783728895,21.12099266052246
1,3,val,0.37675320297381487,2.2922842932406526,0.4617392626816957,21.12099266052246
1,4,train,0.3971666312020128,2.3818046842505924,0.474911215891578,21.00833225250244
1,4,val,0.3777183053522288,2.320537968894535,0.4635617895876633,21.00833225250244
2,0,train,0.36081997602354754,2.2501751306416864,0.44938300164208583,22.336941242218018
2,0,val,0.34136113727262857,2.1834880589885293,0.42251301372352207,22.336941242218018
2,1,train,0.29847540769787784,2.0211382096653163,0.4050156850601592,21.947335481643677
2,1,val,0.28025635524063025,1.9378340626498638,0.3877013757776646,21.947335481643677
2,2,train,0.26210600967565295,1.8789757312450732,0.37856082694520604,21.969261407852173
2,2,val,0.26280630328390914,1.8682960145343734,0.37611956162695126,21.969261407852173
2,3,train,0.23362976562910975,1.7626456625544817,0.3554329796449499,21.978232622146606
2,3,val,0.25152095946208314,1.821437545170062,0.36667336226425634,21.978232622146606
2,4,train,0.2119000532103507,1.670290082969326,0.33857621370873403,22.022883653640747
2,4,val,0.24023169766534958,1.7700701078036023,0.3585343079842242,22.022883653640747
2,5,train,0.19398653280833808,1.5926971335070021,0.32265727737772365,22.063188076019287
2,5,val,0.23776113262357093,1.7770783055522277,0.3510942434638935,22.063188076019287
2,6,train,0.17791136369850097,1.522077135172068,0.3090679905461097,22.080179452896118
2,6,val,0.23029530067998674,1.723354147693272,0.34798877203904505,22.080179452896118
2,7,train,0.16544528531929406,1.4614438499440134,0.2986541309471127,22.076904296875
2,7,val,0.22504606028419688,1.7040673066058778,0.34491487109855745,22.076904296875
2,8,train,0.1543581449936108,1.4040260170508334,0.28934525824869195,22.136555433273315
2,8,val,0.22302693570222865,1.6988539973682326,0.3427250164570584,22.136555433273315
2,9,train,0.14428647246973292,1.360459527394171,0.2792192309413988,22.054680109024048
2,9,val,0.2208335199091751,1.7072178464564416,0.33767811129787684,22.054680109024048
2,10,train,0.1349255913693602,1.3129134421757649,0.26928245658081706,22.120360851287842
2,10,val,0.2170889282069536,1.6651659584228742,0.33742378091846476,22.120360851287842
2,11,train,0.12736147207449813,1.2718932995361965,0.26064114494835805,22.06965160369873
2,11,val,0.21948242115529518,1.6704415593627548,0.34003130746708904,22.06965160369873
2,12,train,0.12131956947030942,1.234034073717048,0.2557157833872171,22.0677273273468
2,12,val,0.2170215132600259,1.673432986672685,0.3337050168384705,22.0677273273468
2,13,train,0.11402687928459262,1.1967495267567638,0.24840127589578287,22.294386386871338
2,13,val,0.21335731662654459,1.6471124743610461,0.33176417645308254,22.294386386871338
2,14,train,0.1091975948840215,1.1666394481134985,0.24328696101475822,22.097965240478516
2,14,val,0.2092014870122811,1.6177397113173242,0.3317986587297608,22.097965240478516
